Site,Begin,End,Estimated.Total.Span,Peak.Pop
LA 2520,1175,1275,100,60
LA 2701,900,1025,125,6
LA 271,1300,1450,150,67
LA 2714,1050,1150,100,5
LA 2947,850,1050,200,30
LA 29746,1200,1450,250,26
LA 29764,1150,1350,200,15
LA 29785,1150,1350,200,60
LA 29798,1150,1350,200,75
LA 29819,1150,1350,200,55
LA 29837,1150,1350,200,80
LA 2986,1150,1425,275,138
LA 2987,1050,1150,100,7
LA 30221,1200,1300,100,
LA 3120,1650,1925,275,141
LA 3121,1200,1450,250,55
LA 318,1150,1350,200,
LA 3253,1000,1300,300,9
LA 3260,1050,1300,250,2
LA 3262,1100,1275,175,13
LA 3274,1050,1275,225,35
LA 3278,800,1125,325,10
LA 3279,1050,1300,250,150
LA 336,1150,1350,200,2
LA 338,1150,1350,200,20
LA 3444,1150,1350,200,650
LA 34774,725,1100,375,90
LA 350,1150,1350,200,60
LA 351,1150,1350,200,25
LA 35420,900,1150,250,
LA 355,1150,1350,200,300
LA 35788,975,1175,200,10
LA 3662,1150,1350,200,250
LA 36687,1050,1300,250,
LA 36693,1050,1200,150,
LA 36700,1050,1300,250,
LA 36704,1050,1150,100,
LA 36705,1050,1200,150,
LA 36709,1050,1300,250,
LA 3682,1050,1275,225,20
LA 37009,1125,1350,225,46
LA 3759,1150,1450,300,66
LA 3763,1150,1350,200,1
LA 3765,1150,1450,300,55
LA 3769,1150,1350,200,60
LA 37730,1100,1300,200,7
LA 37761,1100,1300,200,10
LA 3783,1300,1450,150,70
LA 37855,900,1125,225,53
LA 3802,1150,1350,200,88
LA 3812,1150,1450,300,2
LA 382,1150,1350,200,
LA 384,1150,1300,150,
LA 3848,1150,1350,200,100
LA 39035,900,1450,550,54
LA 40081,550,925,375,
LA 40082,1050,1150,100,16
LA 404,1150,1350,200,
LA 40457,550,1150,600,10
LA 405,1150,1350,200,
LA 40631,875,1125,250,17
LA 407,1150,1300,150,
LA 422,1150,1350,200,
LA 44983,750,1300,550,20
LA 45083,1100,1300,200,1
LA 45095,900,1300,400,80
LA 45152,1100,1300,200,19
LA 45156,975,1300,325,4
LA 45161,1100,1350,250,21
LA 45195,900,1300,400,
LA 4607,1150,1350,200,75
LA 4616,1150,1350,200,65
LA 4618,1150,1300,150,37
LA 4619,1150,1400,250,70
LA 4624,1150,1350,200,25
LA 46515,1025,1200,175,
LA 4693,1150,1350,200,50
LA 4708,1150,1350,200,100
LA 47508,1100,1300,200,24
LA 47515,1200,1300,100,14
LA 47526,1050,1150,100,3
LA 47558,1050,1300,250,10
LA 47561,1100,1300,200,16
LA 47562,1100,1300,200,37
LA 47563,1250,1300,50,66
LA 47564,1250,1300,50,28
LA 47565,1100,1300,200,14
LA 47581,1250,1300,50,18
LA 47591,1050,1300,250,27
LA 480,1150,1350,200,
LA 48496,1050,1225,175,
LA 48614,1050,1200,150,
LA 48616,1050,1300,250,
LA 48618,1025,1175,150,
LA 48627,1050,1225,175,3
LA 48628,1050,1200,150,3
LA 48629,1050,1150,100,
LA 48632,1050,1200,150,3
LA 48633,1050,1200,150,
LA 48636,1050,1200,150,
LA 48638,1050,1200,150,
LA 48640,1050,1200,150,
LA 48642,1050,1200,150,
LA 48643,1050,1200,150,3
LA 48644,550,950,400,1
LA 48645,1050,1200,150,3
LA 48646,1050,1200,150,
LA 48648,1050,1200,150,
LA 48649,1050,1200,150,
LA 48650,875,1200,325,
LA 48651,875,1050,175,12
LA 48652,1050,1200,150,
LA 48653,1050,1200,150,
LA 48654,1050,1200,150,
LA 48655,1050,1200,150,
LA 48657,900,1050,150,
LA 48667,1050,1200,150,2
LA 49002,1100,1350,250,20
LA 49016,1100,1325,225,13
LA 49032,750,1125,375,
LA 49801,1000,1150,150,3
LA 49802,550,1050,500,10
LA 4987,900,1300,400,30
LA 4989,1050,1225,175,15
LA 50078,1050,1250,200,29
LA 50519,1125,1350,225,50
LA 50766,1000,1300,300,50
LA 50777,1000,1150,150,
LA 50782,875,1050,175,
LA 50783,1000,1150,150,
LA 50786,875,1050,175,30
LA 50787,550,950,400,
LA 50788,1000,1150,150,3
LA 50790,1000,1100,100,
LA 50791,1000,1150,150,
LA 50792,900,1100,200,
LA 50795,550,950,400,
LA 50972,1400,1600,200,204
LA 515,1150,1350,200,
LA 52606,1100,1275,175,17
LA 528,1150,1350,200,
LA 534,1150,1350,200,
LA 5596,1025,1125,100,24
LA 587,1175,1400,225,35
LA 5939,1050,1275,225,50
LA 5966,1200,1300,100,23
LA 5967,1200,1450,250,38
LA 5969,1200,1300,100,35
LA 5970,1200,1450,250,15
LA 5971,1200,1300,100,35
LA 5972,1200,1300,100,55
LA 5974,1300,1325,25,100
LA 5976,1200,1325,125,55
LA 5982,1200,1300,100,60
LA 599,900,1125,225,70
LA 5991,1200,1300,100,100
LA 5994,1250,1300,50,45
LA 5995,1250,1300,50,55
LA 5996,1250,1300,50,38
LA 60002,1000,1250,250,
LA 60006,1075,1150,75,
LA 60009,1050,1275,225,18
LA 60020,1050,1250,200,20
LA 60022,1050,1250,200,9
LA 6031,550,1300,750,20
LA 60550,1400,1600,200,50
LA 6063,1100,1300,200,20
LA 613,1150,1350,200,
LA 6169,1125,1350,225,17
LA 6170,800,1050,250,1
LA 6171,1150,1350,200,6
LA 6188,1150,1350,200,
LA 622,1150,1350,200,
LA 626,1150,1350,200,
LA 627,1150,1350,200,
LA 629,1150,1350,200,
LA 637,1150,1300,150,
LA 6372,1050,1150,100,
LA 638,1200,1350,150,
LA 6383,900,1150,250,
LA 640,1150,1350,200,
LA 6482,1050,1150,100,
LA 65030,1050,1200,150,
LA 6537,1000,1125,125,
LA 6581,1350,1775,425,80
LA 6584,1400,1550,150,405
LA 6595,1350,1450,100,205
LA 6597,1350,1450,100,219
LA 66170,1150,1300,150,11
LA 66171,1150,1350,200,8
LA 6679,1050,1275,225,14
LA 6705,1050,1275,225,37
LA 67158,950,1150,200,
LA 6725,600,1275,675,16
LA 6729,1000,1275,275,21
LA 676,1150,1350,200,
LA 6888,1100,1300,200,20
LA 69,1350,1500,150,20
LA 698,1150,1350,200,
LA 701,1150,1350,200,
LA 70249,1200,1350,150,4
LA 70250,1050,1300,250,23
LA 7059,1050,1275,225,17
LA 7067,1000,1225,225,18
LA 7068,1050,1275,225,15
LA 7072,1000,1250,250,13
LA 7075,1050,1275,225,13
LA 7077,1050,1275,225,27
LA 7081,1050,1275,225,16
LA 7085,1000,1275,275,28
LA 7095,1050,1275,225,16
LA 7098,1100,1275,175,14
LA 710,1150,1350,200,
LA 7134,1050,1275,225,12
LA 7138,1000,1250,250,14
LA 7183,1050,1275,225,17
LA 7189,1000,1150,150,20
LA 7192,1000,1125,125,20
LA 7200,1050,1275,225,15
LA 72149,1175,1300,125,13
LA 728,1150,1350,200,
LA 7290,1000,1225,225,25
LA 7318,1050,1250,200,38
LA 7329,1050,1275,225,20
LA 734,1350,1550,200,25
LA 7343,875,1150,275,30
LA 73559,1050,1275,225,
LA 7417,1050,1250,200,16
LA 7433,1050,1275,225,30
LA 7434,1050,1275,225,20
LA 7437,1050,1275,225,25
LA 7438,1050,1275,225,20
LA 7465,1050,1275,225,16
LA 7470,700,1750,1050,19
LA 7475,1050,1225,175,16
LA 7501,1050,1150,100,15
LA 7502,1050,1225,175,30
LA 7526,1050,1275,225,13
LA 7538,1050,1275,225,15
LA 7547,1050,1275,225,25
LA 7582,1050,1275,225,16
LA 7584,1050,1275,225,20
LA 7591,1050,1150,100,14
LA 7603,875,1125,250,
LA 7624,1050,1250,200,34
LA 76368,1200,1300,100,14
LA 7641,1050,1250,200,50
LA 7678,1150,1300,150,16
LA 7690,1050,1125,75,14
LA 7704,1050,1250,200,32
LA 7753,1000,1275,275,32
LA 7778,1050,1275,225,30
LA 7781,1000,1125,125,30
LA 7787,1000,1125,125,22
LA 7791,1050,1275,225,20
LA 77913 A,1050,1150,100,
LA 77913 B,1050,1150,100,
LA 780,1150,1350,200,
LA 7935,1050,1275,225,16
LA 7938,1000,1275,275,15
LA 796,1350,1550,200,50
LA 7973,1050,1150,100,14
LA 79839,1000,1200,200,
LA 8090,1050,1275,225,25
LA 8099,1050,1300,250,20
LA 8100,1050,1275,225,13
LA 8108,1100,1275,175,35
LA 820,1150,1350,200,
LA 8200,1050,1150,100,18
LA 8204,1050,1275,225,15
LA 8237,1050,1150,100,23
LA 8240,1050,1225,175,33
LA 8244,875,1125,250,50
LA 82601,1125,1200,75,15
LA 82683,1100,1300,200,28
LA 82693,1100,1300,200,30
LA 82726,1050,1300,250,38
LA 82740,1050,1300,250,19
LA 82741,1100,1300,200,25
LA 82742,1100,1300,200,3
LA 82743,1100,1300,200,12
LA 82747,1050,1300,250,22
LA 82748,1050,1300,250,13
LA 82762,1200,1300,100,19
LA 82763,1100,1300,200,21
LA 832,1150,1350,200,
LA 83287,1100,1300,200,20
LA 833,1150,1350,200,
LA 83409,900,1200,300,12
LA 835,875,1200,325,120
LA 84151,1150,1300,150,25
LA 84152,1150,1300,150,7
LA 84157,1325,1500,175,5
LA 84160,1325,1500,175,4
LA 84166,1325,1500,175,11
LA 8433,1050,1225,175,14
LA 8458,1050,1275,225,23
LA 8476,1050,1250,200,14
LA 8477,1050,1300,250,18
LA 8500,1150,1275,125,18
LA 85115,1175,1275,100,108
LA 8519,1050,1250,200,30
LA 8532,1200,1300,100,45
LA 85442,725,1300,575,15
LA 8549,975,1125,150,20
LA 856,1150,1350,200,
LA 85796,1050,1300,250,14
LA 858,1150,1350,200,
LA 85954,1050,1300,250,13
LA 85977,1100,1300,200,13
LA 85989,1200,1300,100,25
LA 86013,1200,1300,100,68
LA 86027,1200,1300,100,23
LA 86037,1050,1300,250,27
LA 86042,1200,1300,100,14
LA 86054,1200,1300,100,16
LA 8620,1100,1250,150,85
LA 86241,700,1300,600,
LA 86249,1050,1900,850,
LA 86252,1100,1300,200,
LA 86254,1800,1900,100,
LA 86256,550,1200,650,
LA 86534,1150,1350,200,9
LA 87059,1000,1150,150,
LA 87060,1050,1300,250,
LA 87064,1050,1300,250,
LA 87078,1050,1200,150,1
LA 87079,1050,1200,150,
LA 87094,700,850,150,
LA 87100,1050,1200,150,
LA 87104,1050,1175,125,
LA 87105,1050,1200,150,
LA 87110,1000,1175,175,
LA 87111,900,1050,150,
LA 87121,1050,1175,125,4
LA 87122,1050,1200,150,4
LA 87123,1050,1200,150,
LA 87124,1050,1175,125,5
LA 87128,1050,1150,100,7
LA 87130,1050,1150,100,
LA 87143,1050,1200,150,6
LA 87144,1050,1200,150,
LA 87145,1050,1200,150,
LA 87147,1050,1175,125,
LA 87148,1050,1300,250,
LA 87149,1050,1200,150,
LA 87166,1050,1200,150,
LA 87167,1050,1200,150,
LA 87169,1050,1200,150,
LA 87203,1050,1225,175,
LA 87212,1050,1200,150,
LA 87236,1050,1225,175,
LA 87237,1050,1200,150,
LA 87238,1050,1225,175,4
LA 87239,1050,1300,250,
LA 87241,1050,1200,150,
LA 87248,850,925,75,
LA 87256,1175,1300,125,
LA 87266,1175,1300,125,
LA 87268,1050,1225,175,
LA 87270,1050,1150,100,
LA 87273,1050,1300,250,
LA 87275,1050,1150,100,
LA 87276,1000,1175,175,
LA 87277,1050,1200,150,
LA 87278,1050,1150,100,
LA 87279,1050,1200,150,
LA 87280,1050,1200,150,
LA 87281,1050,1200,150,
LA 87283,700,850,150,
LA 87284,750,900,150,
LA 87285,775,900,125,6
LA 87286,875,1200,325,
LA 87288,1050,1200,150,
LA 87290,1050,1200,150,12
LA 87291,1050,1200,150,
LA 87292,1050,1300,250,1
LA 87294,1050,1200,150,
LA 87296,1050,1200,150,
LA 87299,1050,1150,100,
LA 87303,900,1050,150,
LA 87307,1050,1300,250,2
LA 87308,900,1200,300,
LA 87309,1050,1225,175,
LA 87310,900,1050,150,
LA 87311,900,1050,150,
LA 874,1350,1550,200,750
LA 87548,1175,1300,125,2
LA 87549,1200,1300,100,2
LA 87557,1050,1175,125,3
LA 87558,1050,1175,125,6
LA 87559,1200,1300,100,1
LA 87560,1050,1225,175,2
LA 87561,1050,1175,125,5
LA 87562,1200,1300,100,4
LA 87566,1050,1175,125,4
LA 87567,1200,1300,100,
LA 87571,1050,1175,125,
LA 88935,1325,1500,175,6
LA 88937,1325,1500,175,6
LA 88941,1150,1350,200,9
LA 88945,1325,1500,175,8
LA 88946,1325,1500,175,10
LA 88949,1325,1500,175,5
LA 88950,1325,1450,125,8
LA 88951,1150,1350,200,6
LA 88959,1325,1500,175,5
LA 88960,1150,1350,200,7
LA 88963,1150,1300,150,27
LA 89443,550,1050,500,1
LA 9000001,1150,1350,200,125
LA 90001,850,925,75,
LA 90007,1050,1300,250,
LA 9004,1200,1550,350,5
LA 9005,550,1550,1000,5
LA 9007,1200,1550,350,50
LA 9009,1175,1550,375,50
LA 9010,1175,1400,225,5
LA 9011,750,1150,400,5
LA 9013,1175,1550,375,5
LA 9014,1200,1400,200,250
LA 9015,1200,1550,350,117
LA 9016,1175,1450,275,250
LA 9017,1175,1675,500,5
LA 9018,550,1550,1000,3
LA 9019,1050,1550,500,3
LA 9020,1025,1200,175,3
LA 9022,1175,1550,375,5
LA 9023,1175,1550,375,5
LA 9024,1175,1550,375,5
LA 9025,1175,1675,500,5
LA 9026,1200,1550,350,5
LA 9030,1125,1675,550,5
LA 9031,1175,1400,225,5
LA 9032,1125,1350,225,250
LA 9039,1175,1550,375,3
LA 9040,1175,1675,500,3
LA 9041,750,1050,300,3
LA 9043,1475,1625,150,13
LA 9044,1475,1625,150,
LA 910,1400,1550,150,50
LA 91441,1100,1350,250,3
LA 91545,1100,1350,250,6
LA 9777,1050,1300,250,40
LA 9781,1150,1350,200,63
LA 9845,1150,1350,200,55
LA 98500,800,925,125,
LA 9862,1150,1350,200,250
LA 9865,1150,1350,200,68
LA 9867,1150,1350,200,20
La Batea,800,1200,400,3
La Casa Solitaria,800,1200,400,1
La Cienega--Northern Chihuahua,1000,1450,450,250
La Cieneguilla,1325,1450,125,1000
La Ciudad,700,1075,375,475
La Cruz,1200,1450,250,250
La Estrella,800,1200,400,
La Hija del Nido,1100,1275,175,37
La Lomita,850,1100,250,1
La Lomita Pequena,850,1150,300,1
La Mesa--Sonora,800,1200,400,4
La Pedrada,700,1150,450,15
La Playa Sonora,700,1150,450,200
La Tascosa,700,1150,450,15
La Villa,700,850,150,12
Ladera,1325,1500,175,625
Ladera del Sur I,875,1900,1025,50
Laguna La Plata Site,1200,1300,100,4
Lake Valley,850,1175,325,26
Lamb Springs,1075,1300,225,55
Lancaster,1050,1250,200,410
Largo Canyon,1100,1350,250,13
Largo Gap,1050,1175,125,50
Las Animas Village,900,1125,225,100
Las Canas,1325,1500,175,200
Las Canopas,700,1275,575,258
Las Colinas,950,1450,500,350
Las Fosas,1325,1450,125,12
Las Huertas,1325,1525,200,180
Las Manos,750,1150,400,5
Las Montezumas,1200,1450,250,250
Las Pilas I,800,1200,400,6
Las Pilas II,800,1200,400,3
Las Tortugas,1100,1325,225,20
Las Tortugas--Sonora,800,1200,400,2
Las Ventanas,1025,1300,275,89
Las Vibroda,1200,1450,250,
Last Chance,1100,1225,125,3
LC-48,1500,1900,400,
LC-54,1500,1900,400,
LC-57,1500,1900,400,
Leaverton,1275,1450,175,66
Lee,1000,1350,350,15
Lemeva,1375,1450,75,150
Levee Site,1100,1250,150,3
Leyit Kin,1050,1150,100,
Lightning Strike,1050,1200,150,
Limestone / Iron Rock,1300,1375,75,125
Lippencott South Site,950,1400,450,3
Lippincott North Site,1000,1450,450,4
Little,1200,1450,250,33
Little Awat'ovi,1200,1450,250,135
Little Bear,700,925,225,15
Little Kiva Site,1075,1225,150,9
Little Sun Altar,1025,1225,200,20
Lizard House,1050,1150,100,48
Lizard House--Cebolleta Mesa,1200,1300,100,66
Lizard Terrace,900,1300,400,15
Llano Largo,1200,1450,250,250
Loma de Montezuma,1200,1450,250,600
Loma Enebro,700,925,225,
Lomaki,1075,1225,150,9
Long House,1250,1300,50,350
Long House--Northern Rio Grande,1350,1700,350,314
Longacre 15,1050,1275,225,12
Longbottom Canyon,1000,1300,300,50
Lookout Ruin,1200,1450,250,50
Lookout Site,1200,1300,100,300
Los Aguajes,1350,1450,100,325
Los Canoncitos,1100,1275,175,63
Los Cochis I,800,1200,400,3
Los Cochis II,800,1200,400,1
Los Cuatro Ases 2,800,1200,400,2
Los Gigantes,1200,1300,100,120
Los Guanacos,1350,1450,100,63
Los Hermanos,1100,1325,225,20
Los Hornos,700,1000,300,633
Los Molinos,700,1150,450,15
Los Morteros,900,1350,450,250
Los Muertos,1325,1450,125,493
Los Robles Mound,950,1350,400,50
Los Trujillos,1150,1500,350,250
Los Tules,1000,1125,125,30
Los Veteados Great Kiva,1000,1300,300,8
Lost Mound,1275,1450,175,22
Lost Ruin,1175,1400,225,250
Lott's Farm,1100,1250,150,3
Lovelady Ranch,725,1125,400,50
Lower Cow Canyon,1175,1250,75,
Lower Deer Creek,1200,1450,250,
Lower Deracho,1200,1300,100,609
Lower Greenlee,900,1150,250,
Lower Kin Nizhoni,875,1150,275,3
Lower Pescado Ruin,1200,1450,250,180
Lower Pescado Village,1275,1450,175,420
Lower Piedras Verdes,1200,1450,250,250
Lower Tinaja,1200,1450,250,
Lowry,975,1175,200,40
Lukachukai GH,875,1225,350,30
Lululongturqi,1075,1300,225,77
Luna Village,750,900,150,
Lupton Brown,550,1100,550,12
LZ 1090 Group,550,850,300,100
LZ0001,875,1175,300,
LZ0002,550,1025,475,
LZ0003,550,925,375,
LZ0005,550,1150,600,77
LZ0006,550,950,400,2
LZ0007,550,1050,500,5
LZ0008,875,1050,175,
LZ0009,850,925,75,4
LZ0010,1050,1200,150,
LZ0013,900,1200,300,
LZ0014,550,950,400,
LZ0015,900,1300,400,
LZ0017,900,1150,250,14
LZ0018,1200,1300,100,
LZ0019,1200,1300,100,1
LZ0020,550,1150,600,4
LZ0023,1050,1200,150,11
LZ0024,1050,1150,100,3
LZ0025,900,1025,125,12
LZ0026,550,1175,625,16
LZ0027,850,1150,300,
LZ0028,1000,1300,300,
LZ0029,900,1300,400,2
LZ0030,900,1150,250,26
LZ0031,1050,1450,400,1
LZ0035,1000,1175,175,
LZ0037,875,1150,275,5
LZ0040,550,1175,625,13
LZ0041,1050,1200,150,1
LZ0042,1050,1150,100,7
LZ0044,550,1300,750,
LZ0050,550,950,400,16
LZ0052,1050,1150,100,4
LZ0053,550,850,300,
LZ0055,550,1175,625,
LZ0056,550,950,400,
LZ0057,550,925,375,
LZ0058,1050,1675,625,
LZ0059,1050,1200,150,18
LZ0060,1050,1150,100,14
LZ0061,1050,1150,100,2
LZ0062,1050,1150,100,12
LZ0066,1050,1200,150,
LZ0067,550,1175,625,4
LZ0068,1050,1175,125,20
LZ0071,550,1175,625,1
LZ0073,550,1150,600,1
LZ0076,850,925,75,2
LZ0093,1025,1200,175,1
LZ0094,550,950,400,1
LZ0096,550,1200,650,
LZ0103,1200,1300,100,
LZ0104,900,1025,125,
LZ0105,850,1025,175,
LZ0106,550,1200,650,1
LZ0107,550,950,400,
LZ0195,550,1100,550,7
LZ0196,1000,1200,200,4
LZ0197,1025,1200,175,5
LZ0198,875,1200,325,4
LZ0201,900,1100,200,6
LZ0202,550,1150,600,
LZ0203,1050,1300,250,1
LZ0204,1050,1300,250,8
LZ0205,1000,1150,150,9
LZ0208,1050,1300,250,12
LZ0209,900,1150,250,3
LZ0210,1175,1300,125,
LZ0211,1050,1200,150,3
LZ0212,1050,1200,150,3
LZ0213,1025,1150,125,
LZ0214,1050,1150,100,8
LZ0215,1050,1300,250,7
LZ0216,1000,1150,150,8
LZ0217,1050,1175,125,10
LZ0218,1000,1300,300,6
LZ0219,1050,1300,250,10
LZ0220,1050,1150,100,
LZ0221,1175,1300,125,
LZ0223,1175,1300,125,
LZ0225,1050,1300,250,
LZ0226,1050,1150,100,8
LZ0227,1025,1150,125,
LZ0229,1050,1300,250,15
LZ0233,1100,1300,200,
LZ0235,1025,1200,175,3
LZ0239,1000,1200,200,3
LZ0241,1050,1300,250,
LZ0243,875,1050,175,
LZ0244,1050,1200,150,3
LZ0245,1000,1200,200,
LZ0246,1050,1300,250,6
LZ0247,1050,1225,175,5
LZ0251,1000,1175,175,3
LZ0252,1025,1150,125,3
LZ0258,550,925,375,6
LZ0259,900,1050,150,
LZ0260,1050,1200,150,12
LZ0263,550,1200,650,
LZ0264,1050,1200,150,10
LZ0265,1050,1300,250,6
LZ0266,1050,1200,150,1
LZ0268,1050,1300,250,1
LZ0269,1050,1200,150,
LZ0270,1050,1300,250,8
LZ0271,550,950,400,15
LZ0272,1050,1300,250,3
LZ0273,1050,1300,250,8
LZ0274,1050,1300,250,8
LZ0276,1000,1175,175,4
LZ0279,1025,1200,175,4
LZ0280,1050,1300,250,4
LZ0281,1050,1300,250,8
LZ0282,1200,1300,100,2
LZ0283,1050,1200,150,4
LZ0286,550,1200,650,
LZ0288,1000,1100,100,1
LZ0290,550,925,375,1
LZ0292,550,950,400,1
LZ0294,550,1175,625,2
LZ0295,550,950,400,
LZ0301,550,1300,750,1
LZ0302,1050,1200,150,1
LZ0304,550,950,400,
LZ0307,550,1150,600,3
LZ0309,550,875,325,3
LZ0310,1050,1200,150,
LZ0318,1000,1175,175,12
LZ0319,1000,1300,300,10
LZ0322,1050,1175,125,
LZ0323,1025,1200,175,4
LZ0324,1050,1200,150,
LZ0326,1000,1175,175,5
LZ0328,875,1050,175,
LZ0329,875,1150,275,
LZ0330,1025,1300,275,1
LZ0332,875,1150,275,
LZ0333,1000,1100,100,1
LZ0334,550,925,375,
LZ0335,1025,1200,175,4
LZ0337,1025,1150,125,6
LZ0338,850,925,75,3
LZ0339,1050,1200,150,6
LZ0341,550,1200,650,12
LZ0342,875,1150,275,
LZ0343,1050,1675,625,
LZ0345,550,925,375,3
LZ0346,1050,1300,250,6
LZ0347,1050,1300,250,7
LZ0348,1200,1300,100,8
LZ0349,1050,1200,150,2
LZ0350,1025,1200,175,4
LZ0351,1050,1200,150,1
LZ0354,1100,1300,200,8
LZ0355,1025,1300,275,2
LZ0356,1050,1200,150,
LZ0357,1200,1675,475,
LZ0358,550,1100,550,8
LZ0359,550,1050,500,6
LZ0360,1050,1200,150,3
LZ0361,900,1200,300,6
LZ0362,550,1100,550,
LZ0363,1050,1200,150,8
LZ0367,550,925,375,
LZ0400,1050,1200,150,
LZ0403,550,1450,900,
LZ0404,875,1050,175,
LZ0407,1275,1450,175,
LZ0408,1275,1450,175,
LZ0413,1050,1150,100,
LZ0414,875,1050,175,
LZ0416,1000,1100,100,
LZ0418,875,1050,175,
LZ0423,875,1300,425,
LZ0424,1275,1450,175,
LZ0426,1275,1675,400,
LZ0427,1275,1400,125,
LZ0431,550,950,400,
LZ0438,1175,1300,125,
LZ0443,1050,1300,250,
LZ0455,1400,1675,275,2
LZ0456,1000,1200,200,3
LZ0459,850,925,75,
LZ0461,550,950,400,1
LZ0467,875,1050,175,
LZ0469,875,1050,175,
LZ0470,875,1050,175,
LZ0478,1025,1200,175,4
LZ0500,1200,1300,100,8
LZ0501,1200,1300,100,28
LZ0502,1200,1300,100,4
LZ0505,850,1300,450,5
LZ0507,1200,1300,100,7
LZ0508,1050,1225,175,7
LZ0512,1100,1300,200,30
LZ0513,1200,1300,100,4
LZ0515,1050,1300,250,
LZ0516,1200,1300,100,6
LZ0518,1025,1200,175,3
LZ0523,1050,1300,250,7
LZ0524,850,925,75,
LZ0526,875,1050,175,2
LZ0527,1050,1225,175,7
LZ0528,1000,1300,300,
LZ0530,1000,1100,100,
LZ0531,875,1200,325,
LZ0532,900,1150,250,
LZ0533,1050,1300,250,29
LZ0535,875,1200,325,11
LZ0536,1175,1300,125,2
LZ0537,1050,1200,150,3
LZ0538,1050,1300,250,7
LZ0539,1050,1225,175,8
LZ0540,1050,1300,250,2
LZ0541,1200,1300,100,4
LZ0545,1050,1300,250,38
LZ0546,1050,1150,100,3
LZ0547,1000,1100,100,2
LZ0548,1000,1100,100,2
LZ0550,1050,1450,400,
LZ0551,1200,1300,100,9
LZ0557,1200,1300,100,9
LZ0560,1050,1300,250,19
LZ0561,1100,1300,200,25
LZ0563,1100,1300,200,12
LZ0565,1200,1300,100,11
LZ0567,1050,1300,250,22
LZ0568,1050,1300,250,13
LZ0569,1000,1200,200,13
LZ0570,1050,1200,150,17
LZ0576,1100,1300,200,5
LZ0578,1050,1225,175,13
LZ0580,1200,1300,100,7
LZ0581,1050,1200,150,22
LZ0582,1200,1300,100,19
LZ0583,1100,1300,200,21
LZ0587,900,1150,250,
LZ0588,1050,1200,150,12
LZ0589,1050,1200,150,24
LZ0590,1100,1225,125,6
LZ0591,1025,1200,175,8
LZ0593,1100,1225,125,
LZ0594,1050,1175,125,20
LZ0595,850,1200,350,8
LZ0597,1000,1150,150,2
LZ0598,1000,1175,175,2
LZ0605,550,1150,600,7
LZ0606,1050,1200,150,
LZ0610,1050,1175,125,3
LZ0611,1050,1200,150,
LZ0612,1025,1175,150,2
LZ0614,1050,1200,150,2
LZ0616,1025,1200,175,5
LZ0618,550,1100,550,2
LZ0620,550,1200,650,
LZ0621,900,1150,250,2
LZ0623,1050,1150,100,3
LZ0627,1050,1150,100,4
LZ0629,1000,1175,175,14
LZ0650,1050,1200,150,7
LZ0653,1050,1150,100,3
LZ0654,1050,1200,150,2
LZ0655,900,1050,150,14
LZ0658,900,1150,250,5
LZ0703,875,1200,325,1
LZ0704,1200,1300,100,3
LZ0706,1200,1300,100,3
LZ0707,1050,1225,175,
LZ0710,550,1300,750,5
LZ0713,550,1175,625,7
LZ0715,550,925,375,9
LZ0718,550,925,375,3
LZ0719,1050,1300,250,13
LZ0720,550,1200,650,4
LZ0727,550,950,400,
LZ0729,875,1050,175,2
LZ0730,550,1450,900,
LZ0732,1050,1300,250,14
LZ0735,1050,1175,125,5
LZ0736,875,1050,175,2
LZ0739,550,950,400,2
LZ0741,1050,1300,250,14
LZ0742,1100,1300,200,13
LZ0743,1200,1300,100,2
LZ0744,1050,1175,125,
LZ0745,1050,1200,150,3
LZ0746,850,1200,350,3
LZ0747,1200,1300,100,2
LZ0748,875,1050,175,3
LZ0749,875,1200,325,3
LZ0750,1200,1300,100,1
LZ0751,1050,1300,250,8
LZ0752,1200,1300,100,
LZ0754,1200,1300,100,25
LZ0759,1200,1300,100,
LZ0760,1100,1300,200,
LZ0766,550,925,375,3
LZ0768,1050,1175,125,3
LZ0773,1800,1900,100,1
LZ0774,1050,1200,150,1
LZ0776,1050,1175,125,7
LZ0777,1175,1300,125,
LZ0778,1200,1300,100,85
LZ0782,1025,1200,175,7
LZ0783,1050,1200,150,5
LZ0784,1050,1200,150,
LZ0787,1200,1300,100,2
LZ0789-1,1100,1300,200,4
LZ0796,1200,1300,100,23
LZ0797,1200,1300,100,52
LZ0800,1275,1450,175,
LZ0802,1200,1300,100,2
LZ0805,875,1300,425,16
LZ0806,1050,1300,250,3
LZ0807,1175,1300,125,9
LZ0808,1050,1300,250,26
LZ0809,1050,1200,150,7
LZ0812,1200,1300,100,16
LZ0814,1200,1300,100,6
LZ0815,1100,1225,125,18
LZ0816,1200,1300,100,10
LZ0819,1050,1200,150,3
LZ0821,1050,1200,150,7
LZ0822,1050,1175,125,8
LZ0826,875,1200,325,9
LZ0828,850,1300,450,
LZ0830,1050,1200,150,9
LZ0850,1175,1300,125,2
LZ0851,1050,1200,150,9
LZ0852,1200,1300,100,
LZ0853,1200,1300,100,14
LZ0854,1200,1300,100,
LZ0856,1050,1200,150,14
LZ0857,1050,1300,250,7
LZ0859,1050,1300,250,
LZ0860,850,1300,450,5
LZ0861,1050,1200,150,2
LZ0862,1050,1300,250,10
LZ0863,875,1175,300,5
LZ0910,550,950,400,9
