Site,Begin,End,Estimated.Total.Span,Peak.Pop
AZ Q:3:44,850,925,75,
AZ Q:3:45,550,1200,650,
AZ Q:3:46,550,1300,750,
AZ Q:3:47,550,925,375,
AZ Q:3:48,550,925,375,
AZ Q:3:49,1075,1300,225,
AZ Q:3:5,1050,1300,250,
AZ Q:3:50,1075,1300,225,
AZ Q:3:51,550,1200,650,
AZ Q:3:52,1050,1300,250,
AZ Q:3:53,1175,1300,125,
AZ Q:3:54,1100,1300,200,
AZ Q:3:55,850,1300,450,4
AZ Q:3:58,550,925,375,
AZ Q:3:59,875,1200,325,
AZ Q:3:6,550,950,400,
AZ Q:3:60,850,925,75,9
AZ Q:3:61,550,925,375,
AZ Q:3:62,550,875,325,
AZ Q:3:63,1075,1175,100,
AZ Q:3:64,550,925,375,
AZ Q:3:64 (ASM),550,1175,625,
AZ Q:3:65,550,925,375,
AZ Q:3:66,550,925,375,
AZ Q:3:67,875,1200,325,
AZ Q:3:68,550,1200,650,
AZ Q:3:69,1025,1200,175,
AZ Q:3:7,1050,1200,150,3
AZ Q:3:70,1100,1300,200,175
AZ Q:3:71,550,1200,650,
AZ Q:3:72,550,1300,750,
AZ Q:3:73,550,925,375,450
AZ Q:3:74,550,1050,500,
AZ Q:3:75,550,925,375,
AZ Q:3:76,550,925,375,
AZ Q:3:77,550,925,375,
AZ Q:3:78,875,1150,275,
AZ Q:3:79,1050,1300,250,
AZ Q:3:8,850,1300,450,
AZ Q:3:80,550,950,400,
AZ Q:3:81,550,925,375,
AZ Q:3:82,550,925,375,
AZ Q:3:83,550,925,375,
AZ Q:3:84,550,925,375,
AZ Q:3:85,550,1175,625,
AZ Q:3:86,875,1200,325,
AZ Q:3:87,1100,1300,200,
AZ Q:3:89,1000,1300,300,15
AZ Q:3:9,1100,1300,200,
AZ Q:3:90,1050,1300,250,7
AZ Q:3:91,1050,1400,350,6
AZ Q:3:92,1100,1300,200,10
AZ Q:3:93,1050,1300,250,
AZ Q:3:94,1025,1200,175,2
AZ Q:3:95,550,1200,650,
AZ Q:4:58 (ASM),1200,1300,100,13
AZ Q:4:65 (ASM),900,1050,150,
AZ Q:6:1,1050,1300,250,50
AZ Q:6:2,1050,1300,250,55
AZ Q:6:4,1075,1150,75,
AZ Q:6:5,1050,1175,125,
AZ Q:6:6,550,1200,650,8
AZ Q:6:7,875,1200,325,
AZ Q:7:1,550,925,375,
AZ Q:7:10,1050,1150,100,
AZ Q:7:11,1050,1150,100,
AZ Q:7:12,1050,1200,150,
AZ Q:7:13,550,925,375,
AZ Q:7:14,1000,1150,150,
AZ Q:7:15,700,1200,500,
AZ Q:7:16,550,925,375,
AZ Q:7:2,550,925,375,
AZ Q:7:3,550,925,375,
AZ Q:7:4,550,925,375,
AZ Q:7:5,1275,1450,175,55
AZ Q:7:7,1275,1450,175,175
AZ Q:7:8,875,1200,325,8
AZ Q:7:9,1025,1300,275,25
AZ T:14:14(ASM),950,1125,175,
AZ T:14:15(ASM),950,1150,200,
AZ U:1:19 (ASU),1000,1250,250,40
AZ U:1:57 (ASU),850,1150,300,9
AZ U:3:121 (ASM),1150,1450,300,4
AZ U:3:128 (ASM),1350,1450,100,10
AZ U:3:198 (ASM),1175,1450,275,4
AZ U:3:199 (ASM),1275,1450,175,3
AZ U:3:204 (ASM),1200,1300,100,6
AZ U:3:205 (ASM),1325,1450,125,3
AZ U:3:214 (ASM),1275,1325,50,12
AZ U:4:007 (ASM),1150,1425,275,12
AZ U:4:008 (ASM),1275,1300,25,3
AZ U:4:009 (ASM),1325,1450,125,40
AZ U:4:012 (ASM),1275,1425,150,7
AZ U:4:029 (ASM),1200,1325,125,8
AZ U:4:032 (ASM),1275,1325,50,8
AZ U:4:035 (ASM),1350,1450,100,2
AZ U:4:047 (ASM),1275,1325,50,4
AZ U:4:048 (ASM),750,1325,575,2
AZ U:4:075 (ASM),750,1150,400,2
AZ U:4:077 (ASM),750,1150,400,10
AZ U:4:097 (ASM),1275,1300,25,5
AZ U:4:099 (ASM),1325,1450,125,2
AZ U:8:052 (ASM),750,1100,350,1
AZ U:8:078 (ASM),1175,1400,225,8
AZ U:8:152 (ASM),1025,1325,300,3
AZ U:8:159,1100,1275,175,
AZ U:8:185 (ASM),1325,1450,125,
AZ U:8:187 (ASM),1275,1325,50,4
AZ U:8:195 (ASM),1275,1325,50,
AZ U:8:211/1464,750,1150,400,
AZ U:8:213/835,750,1150,400,
AZ U:8:221 (ASM),825,1450,625,
AZ U:8:224 (ASM),875,1100,225,
AZ U:8:225/1580,800,1150,350,
AZ U:8:304,800,1150,350,
AZ U:8:318 (ASM),1350,1450,100,1
AZ U:8:385,750,1325,575,
AZ U:8:454 (ASM),1300,1350,50,10
AZ U:8:511/1171,850,1150,300,
AZ U:8:514 (ASM),1275,1400,125,2
AZ U:8:515 (ASM),1150,1400,250,2
AZ U:8:518,1325,1450,125,
AZ U:8:531 (ASM),1150,1450,300,4
AZ U:8:577,750,1150,400,
AZ U:8:589 (ASM),1175,1450,275,21
AZ V:1:129,1275,1325,50,
AZ V:1:130,1325,1450,125,68
AZ V:1:136,1200,1300,100,
AZ V:1:138,1325,1400,75,
AZ V:1:144,1200,1400,200,
AZ V:1:147,1325,1400,75,
AZ V:1:150,1200,1300,100,
AZ V:1:152,1325,1400,75,
AZ V:1:159,1000,1325,325,
AZ V:1:161,1050,1300,250,
AZ V:1:167,1300,1450,150,17
AZ V:1:168,1375,1450,75,
AZ V:1:169,1000,1400,400,
AZ V:1:172,1150,1450,300,
AZ V:1:178,1200,1300,100,
AZ V:1:180,1325,1450,125,
AZ V:1:185,1025,1275,250,70
AZ V:1:190,1200,1325,125,
AZ V:1:195,1100,1275,175,75
AZ V:1:202,1175,1400,225,
AZ V:1:203,1025,1400,375,
AZ V:1:207,1050,1300,250,
AZ V:1:222,1175,1300,125,
AZ V:1:226,1175,1275,100,
AZ V:1:238,1100,1400,300,
AZ V:1:258,1100,1300,200,
AZ V:2:62,1325,1400,75,
AZ V:2:79,1325,1400,75,
AZ V:2:83,1325,1400,75,18
AZ V:5:061,1275,1400,125,
AZ V:5:064,1000,1275,275,
AZ V:5:092 (ASM),750,1150,400,4
AZ V:5:093 (ASM),850,1150,300,1
AZ V:5:094 (ASM),750,1150,400,1
AZ V:5:096 (ASM),850,1000,150,3
AZ V:5:103 (ASM),1050,1450,400,2
AZ V:5:105 (ASM),1100,1300,200,1
AZ V:5:119 (ASM),1100,1300,200,5
AZ V:5:121 (ASM),1275,1300,25,6
AZ V:5:125 (ASM),1175,1300,125,15
AZ V:5:130 (ASM),1275,1300,25,7
AZ V:5:141 (ASM),1275,1325,50,6
AZ W:10:10,750,1150,400,150
AZ W:10:12,1325,1400,75,12
AZ W:10:48,1325,1400,75,20
AZ W:10:51,1300,1350,50,21
AZ W:10:52,1325,1400,75,100
AZ W:10:65,1375,1625,250,85
AZ W:10:68,1350,1450,100,50
AZ W:11:12M,1300,1400,100,150
AZ W:11:7,750,1200,450,20
AZ W:8:15,1000,1300,300,20
AZ W:8:4,1050,1300,250,20
AZ W:8:9,750,1300,550,30
AZ Z:1:11(ASM),950,1900,950,
AZ Z:1:7(ASM),850,1000,150,
AZ Z:1:8(ASM),850,1150,300,
AZ-P-52-8-NN,1050,1150,100,8
Aztec,1050,1275,225,750
Aztec North,1000,1250,250,110
Babe In Cradle Site,1200,1300,100,30
Babocomari Village,1250,1450,200,50
Baby Canyon Site,1200,1450,250,72
Baca Pueblo,1275,1450,175,85
Backhoe Village,1100,1250,150,10
Bad Dog Ridge,1050,1150,100,15
Badger House,800,925,125,50
Badger Springs Site,1325,1450,125,47
Bailey Ruin,1275,1325,50,225
Bajada Site,1275,1450,175,50
Baker Village,1100,1250,150,19
Bald Hill,1275,1425,150,25
Bancos Village,800,1050,250,17
Bandelier Boundary,1150,1350,200,32
Bartley Site,1150,1350,200,
Bass Complex,975,1250,275,180
Bass Point Mound,1175,1325,150,33
Battleship Rock Pueblo,875,1175,300,90
Batwoman House,1100,1300,200,60
Bayless Ruin,1275,1450,175,66
Bc362,1050,1150,100,
Bean Patch,1100,1300,200,58
Bear River 1,1100,1250,150,
Bear River No. 2,1100,1250,150,
Bear River No. 3,1100,1250,150,5
Bear Springs S,1200,1400,200,45
Bedrock Morter,900,1125,225,13
Bee Burrow,1000,1150,150,11
Beeth Ha-a-a,750,1000,250,174
Behrend Capture,1175,1325,150,12
Be-jui'Tu-ay,1325,1600,275,625
Bell Butte,1200,1300,100,75
Betatakin,1225,1300,75,140
Beth's Great Kiva,825,1150,325,3
Bidahochi,1300,1400,100,350
Biface House,1050,1250,200,
Big Bell,1275,1450,175,66
Big House,1250,1300,50,500
Big Neely,1050,1200,150,175
Big Otowi,1350,1550,200,585
Big Pot,950,1325,375,50
Big Rosalie,1200,1400,200,120
Binna:wa,1275,1450,175,168
Bis'saani East,1050,1175,125,25
Bis'saani West,1050,1175,125,12
Black Ant Site,850,1100,250,6
Black Axe,1250,1400,150,80
Black Creek Flat,900,1150,250,24
Black Mesa Ruin,800,1175,375,
Black Mountain,1200,1450,250,300
Black Mountain Pueblo,1300,1400,100,70
Blackrock Gaddy,1050,1300,250,30
Block 49,1100,1250,150,1
Blue House Mountain,1325,1400,75,140
Blue J,1050,1150,100,4
Blue Mesa,700,875,175,
Blue PO Site,1175,1300,125,175
Blue Springs Ruin,1300,1400,100,20
Bluewater Spring,1050,1150,100,30
Bluff Bench Great Kiva,800,925,125,
Bluff Great House,875,1250,375,50
Bonanza Dune,1075,1175,100,
Bonito Creek Pueblo,1175,1300,125,70
Bonnell Site,1125,1350,225,10
Boot Hill Site,1175,1350,175,3
Boquillas,700,1150,450,50
Boss Ranch,1275,1450,175,20
Bowling Green,1100,1275,175,20
Bowman Site East,900,1150,250,6
Box Canyon,1350,1450,100,235
Box S,1200,1300,100,1000
Bradsby Site (Graybill 32),1025,1125,100,5
Brady Wash,850,1450,600,258
Brand 12,900,1125,225,
Brand 13,900,1125,225,
Brand 22,1200,1450,250,
Brand 26a,1200,1450,250,250
Brand 28,900,1450,550,
Brand 32b,1200,1450,250,50
Brand 34,1100,1450,350,
Brand 43,1200,1450,250,
Brand 46,1200,1450,250,
Brand 48,1200,1450,250,
Brand 49a,1200,1450,250,
Brand 51,1200,1450,250,
Brand 69,1200,1450,250,
Brand 70,1200,1450,250,
Bridgeport Site,1150,1375,225,237
Bright Angel Pueblo,1050,1225,175,7
Broken K Pueblo,1100,1300,200,95
Brooklyn Basin,1325,1375,50,213
Brown Star Site,1250,1300,50,5
Brush Mountain,1300,1400,100,150
Brushy Creek,1200,1450,250,40
Bruton Bead,900,1125,225,
Buckaroo,1000,1300,300,18
Buena Vista A,1400,1550,150,78
Buena Vista B,1350,1550,200,93
Bulman,1300,1425,125,225
Burned Pueblo,1150,1425,275,19
Burnt Corn GH,1000,1300,300,50
Burnt Corn Pueblo,1275,1425,150,200
Burnt Mesa,1150,1350,200,65
Burro Springs 1,1000,1125,125,15
Burro Tanks Site,1175,1550,375,
Buzan,1275,1450,175,38
C-110,1000,1500,500,
C-112,1000,1500,500,
C-12,1000,1500,500,
C-121,1500,1900,400,
C-123,1500,1900,400,
C-125,1500,1900,400,
C-127,1500,1900,400,
C-128,1500,1900,400,
C-13,1000,1500,500,
C-130,1500,1900,400,
C-133,1500,1900,400,
C-135,1500,1900,400,
C-138,1500,1900,400,
C-14,1000,1500,500,
C-141,1500,1900,400,
C-142,1500,1900,400,
C-143,1500,1900,400,
C-144,1500,1900,400,
C-145,1500,1900,400,
C-146,1500,1900,400,
C-147,1500,1900,400,
C-150,1500,1900,400,
C-151,1500,1900,400,
C-152,1500,1900,400,
C-153,1500,1900,400,
C-155,1500,1900,400,
C-159,1500,1900,400,
C-16,1000,1500,500,
C-160,1550,1900,350,
C-161,1500,1900,400,
C-162,1500,1900,400,
C-164,1500,1900,400,
C-165,1550,1900,350,
C-169,1500,1900,400,
C-17,1000,1500,500,
C-171,1500,1900,400,
C-173,1500,1900,400,
C-22,1050,1500,450,
C-23,1500,1900,400,
C-24,1050,1500,450,
C-26,1050,1500,450,
C-27,1500,1900,400,
C-29,1000,1500,500,
C-32,1500,1900,400,
C-38,1500,1900,400,
C-40,1050,1500,450,
C-41,1000,1500,500,
C-44,1050,1500,450,
C-47,800,1500,700,
C-49,1050,1500,450,
C-55,1500,1900,400,
C-56,1050,1500,450,
C-59,800,1050,250,
C-60,800,1050,250,
C-61,1500,1900,400,
C-62,1000,1900,900,
C-64,1050,1900,850,
C-65,1500,1900,400,
C-68,1000,1500,500,
C-69,1000,1500,500,
C-72,1550,1900,350,
C-77,1500,1900,400,
C-79,1000,1500,500,
C-87,800,1050,250,
C-90,1000,1500,500,
C-92,1500,1900,400,
Cactus Forest,1350,1450,100,40
Cactus Rock Pueblo,1200,1300,100,10
Caio's Site,1000,1100,100,
Caja del Rio North,1200,1450,250,225
Caldwell Village,1050,1250,200,16
Caledonio,1200,1500,300,50
Calloway No.2 Ruin,1100,1250,150,100
Camelot Pueblo,1200,1300,100,35
Camp Village,1275,1450,175,22
Canal Creek Great Kiva,1175,1250,75,4
Canyon Butte Pueblo,1325,1400,75,65
Canyon Creek,1325,1400,75,88
Canyon Day Pueblo,1300,1400,100,30
Canyon Road House Ruin,1050,1250,200,6
Carhart Ruin,975,1250,275,
Carizalillo Springs,900,1125,225,
Carmen Community,1125,1350,225,100
Carnue,1750,1825,75,189
Carol's Ruin,800,1050,250,
CARP 165,1200,1300,100,32
CARP 166,1200,1300,100,14
CARP 195,1200,1300,100,100
Carretas C,1200,1450,250,50
Carretas W,1200,1450,250,
Carrizo Ruin,1325,1400,75,45
Carter Ranch Pueblo,1100,1275,175,45
Casa Abajo,875,1150,275,9
Casa Buena,850,1450,600,344
Casa Cielo,1000,1150,150,12
Casa Colorado--Jornada,1325,1500,175,24
Casa De Lost Folsom,1000,1150,150,16
Casa del Rio,850,1125,275,130
Casa del Rito,1125,1300,175,8
Casa Escondida,1000,1175,175,7
Casa Estrella,1000,1150,150,8
Casa Grande,1200,1450,250,801
Casa Malpais,1050,1300,250,86
Casa Mosca,1175,1300,125,72
Casa Negra,875,1250,375,60
Casa Patricio,550,1150,600,
Casa Pima,800,1200,400,17
Casa Rinconada,1075,1150,75,
Casamero,1050,1150,100,30
Casas Pequenas,750,1125,375,7
Cashion Ruin,700,1150,450,30
Castillo (Costilla?) Spring,1050,1300,250,50
Castle Rock Pueblo,1175,1275,100,70
Centerfire Pueblo,1050,1300,250,
Cerritos de Jaspe GK,1050,1175,125,7
Cerro Colorado,1575,1750,175,550
Cerro de Trincheras,1200,1450,250,1000
Cerro del Presidio,1200,1450,250,50
Cerro del Quiche Magdelena,700,1150,450,15
Cerro Indio,1325,1500,175,117
Cerro Pomo,1050,1175,125,40
Cerro Prieto de Babocomari,700,1150,450,15
Cerro Prieto--Quemado,900,1300,400,175
Cerro Prieto--Santa Cruz,1150,1350,200,250
Cerros Mojinos,1050,1300,250,
Chaco East,1050,1150,100,25
Chacra Mesa Great Kiva,1050,1150,100,
Chalo:wa,1375,1625,250,455
Chambers Great House,1000,1150,150,40
Charles B. Hunt,1050,1250,200,1
Chavez Pass Pueblo,1250,1350,100,1350
Cherry Creek Mound,1050,1400,350,13
Chetro Ketl,1050,1175,125,170
Chevelon,1275,1400,125,667
Chezhinchotah,1050,1225,175,15
Chiadag Site,950,1450,500,1
Chimayo,875,1200,325,250
Chimney Rock,975,1175,200,55
Chinapa,1200,1450,250,50
Chodistaas,1275,1325,50,18
Chupaderos Mesa Village,1150,1300,150,130
Church Rock,1000,1100,100,20
Cibecue Creek Ruin,1325,1400,75,100
Cienega,1250,1425,175,500
Circle Terrace,1075,1225,150,4
Citadel,1200,1300,100,75
Citadel/Nalakihu,1050,1250,200,51
Citrus Site,950,1150,200,
City Hall Site,1150,1425,275,250
Clanton Draw,1200,1450,250,45
Clear Creek Ruin,1200,1400,200,150
Cline Point,1000,1150,150,25
"Cline Terrace Mound, Monster Ruin",1275,1300,25,36
Cloverdale Park,1350,1450,100,75
Cluff Ranch,950,1450,500,9
Coal Mine Canyon Site,1200,1300,100,20
Coalbed Village,975,1275,300,125
Cock's Comb Ridge,1325,1400,75,18
Colonia Dublan,1200,1450,250,250
Columbus Pueblo,900,1100,200,7
Comaquito,700,1150,450,15
Continental Site,1150,1325,175,13
Conway Shelter,1100,1225,125,
Coolidge,875,1150,275,29
Coombs Site,1000,1175,175,67
Cooney Ranch 1,900,1125,225,45
Cooper Forks Cliff Dwelling,1200,1400,200,20
Corner Creek Ruin,750,1375,625,62
Cornfields,1200,1300,100,275
Cornville Ruin,1300,1400,100,70
Corralitos,1200,1450,250,
Corrugated Ridge,1275,1450,175,22
Cosnino Caves,1150,1225,75,21
Cothruns,1025,1150,125,6
Cottonwood Creek,1250,1450,200,160
Cottonwood Falls,800,1250,450,85
Cottonwood Seep,550,850,300,50
Cottonwood South,550,825,275,300
Cottonwood Tanks,1125,1450,325,
Cox Ranch,1050,1200,150,254
Coyote Range Pithouse,850,1050,200,3
Coyote Springs,625,1000,375,30
Coyotes Sing Here,875,1150,275,17
Crack-in-Rock,1150,1225,75,28
Crary Site,900,1450,550,3
Crater 35 Group,875,1100,225,
Crescent Site,1275,1450,175,30
Crismon,950,1450,500,5
Cross Canyon Group,850,1050,200,6
Crumbled House,1050,1275,225,420
CS 81,1200,1300,100,36
CS001,1200,1300,100,
CS003,1200,1300,100,
CS006,1200,1300,100,
CS008,1200,1300,100,
CS017,1200,1300,100,
CS031,550,950,400,
CS032,1200,1300,100,
CS033,1200,1300,100,4
CS035,1200,1300,100,8
CS037,1200,1300,100,
CS052,1200,1300,100,
CS053,1200,1300,100,
CS055,1200,1300,100,10
CS057,1200,1300,100,3
CS058,1200,1300,100,6
CS060,1200,1300,100,
CS063,900,1025,125,
CS073,1200,1300,100,
CS074,1200,1300,100,1
CS078,1325,1675,350,
CS079,1200,1300,100,12
CS081,1200,1300,100,36
CS083,1200,1300,100,
CS086,1175,1300,125,5
CS087,1200,1300,100,10
CS088,850,925,75,
CS089,1200,1300,100,6
CS092,850,1000,150,
CS096,1200,1300,100,
CS098,1200,1300,100,
CS102,1175,1300,125,
CS103,1200,1300,100,
CS104,1200,1300,100,
CS105,1200,1300,100,
CS106,1200,1300,100,12
CS112,1200,1300,100,
CS115,1200,1300,100,
CS117,1200,1300,100,
CS119,1200,1300,100,
CS122,1200,1300,100,
CS123,1200,1300,100,
CS124,875,1225,350,
CS131,1200,1300,100,
CS132,1200,1300,100,
CS135,1200,1300,100,10
CS137,875,1050,175,
CS142,1200,1300,100,165
CS155,1200,1300,100,
CS156,1200,1300,100,15
CS157,1050,1300,250,6
CS158,1200,1300,100,10
CS161,1200,1300,100,5
CS163,1200,1300,100,2
CS167,1200,1300,100,8
CS169,1200,1300,100,
CS171,1175,1300,125,3
CS173,1200,1300,100,5
CS174,1200,1300,100,
CS175,1200,1300,100,2
CS177,1200,1300,100,
CS180,1200,1300,100,
CS219,1075,1150,75,
CS689,1050,1250,200,
Cuatro Payasos,875,1150,275,14
Cuchillo Negro,900,1200,300,60
Culberson Ruin,1200,1450,250,375
Cundiyo,1350,1450,100,50
Curtis,1275,1450,175,13
Curtis Ruin(Buena Vista),1275,1450,175,567
Cuyamungue,1350,1450,100,544
CV Hill Ruin,1000,1375,375,40
Dalton Pass,850,1150,300,20
Dancing Rock GH,875,1200,325,9
Danson 1,750,900,150,
Danson 161,1050,1300,250,
Danson 2,750,900,150,
Danson 202,1050,1200,150,50
Danson 4,1000,1125,125,
Danson 481,1050,1300,250,34
Danson 5,750,1125,375,
Danson 69,1050,1300,250,
Danson 72,1050,1200,150,
Danson 76,1050,1175,125,
Danson Pueblo,1050,1400,350,63
"Davis Kiva, 42Ka241",1050,1225,175,
Davis Pool; 42Ka235,1075,1300,225,
Davis Ranch Site,1325,1450,125,38
Dawa Village,600,950,350,21
Dawake Fort,1200,1300,100,15
Dawake Village,1200,1300,100,15
Day Ranch,1200,1300,100,574
Dead Cow Site,900,1175,275,6
Dead Wash South PI,850,925,75,14
Deep Stone,1100,1250,150,
Deer Springs,1000,1175,175,7
Dennis Ruin,1075,1400,325,14
Desha Creek,1050,1300,250,10
Dewester Site,950,1450,500,3
Diablo Village,1000,1125,125,
Diamond Creek,750,1125,375,
Dinwiddie,1325,1450,125,100
Disert,1200,1450,250,80
Ditch House,1150,1300,150,6
Dittert Ranch,1050,1300,250,40
DoBell Site,1100,1275,175,15
Dog Head Pueblo,1200,1300,100,12
Dog Springs,900,1450,550,
Dog Town,1200,1300,100,40
Dolores Sonora,700,1150,450,15
Domingues,1275,1450,175,100
Doran Castle Ruin,1000,1300,300,75
Dot Klish Village,625,850,225,9
Double Adobe,1200,1450,250,195
Double Crossing,1175,1400,225,25
Double Wall Ruin,1150,1300,150,15
Drip,700,1125,425,13
Dry Creek Ruin,750,1375,625,40
Dry Lake 1,1200,1450,250,
Dry Lake 3,1200,1450,250,
Duchess Castle,1350,1550,200,105
Dudleyville Mound,1275,1450,175,22
Dune Ridge,1050,1300,250,
Dustbowl Site,850,1000,150,2
Dutch Canal,850,1450,600,10
Dutch Ruin,800,1450,650,200
Dye Wash,1050,1175,125,
DZ Site,1050,1200,150,
Dzil Nda Kai,875,1150,275,8
Eagle Crag,1050,1350,300,100
Eagle Pass,1325,1450,125,33
Earven Flat Site,1000,1300,300,25
East Fork Village (KR2),1100,1250,150,
East Ridge Pueblo,1050,1200,150,
Edge of the Cedars,800,1175,375,16
Eighteen Mile Ruin,1150,1325,175,40
El Baleneario I,800,1200,400,1
El Bisani,700,1150,450,15
El Caserio,750,1000,250,1
El Cemeterio,800,1150,350,
El Claro,700,1150,450,15
El Cuertalejo,1650,1900,250,7
El Malpais,1000,1275,275,20
El Manche Cucurpe,700,1150,450,15
El Meteorito,800,1200,400,3
El Nido de las Piedras,1175,1400,225,
El Obispo I,800,1200,400,1
El Polvo,1100,1350,250,53
El Polvoron,1275,1450,175,31
El Pueblito,1150,1300,150,250
El Pueblito del Cerro de Montezuma,1200,1450,250,35
El Rito,1050,1150,100,55
El Vado Caborca,700,1150,450,15
Elden Pithouse,900,1000,100,3
Elden Pueblo,1100,1250,150,70
Elk Ridge Ruin,1050,1125,75,100
Elliott Site,1275,1450,175,36
Ellsworth Site,700,1150,450,1
Emery Site,1100,1250,150,8
Emigrant Springs,1250,1300,50,75
Escalante,1200,1450,250,126
Escalante GH,1000,1175,175,25
Escalon A,1000,1150,150,6
Escalon B,1000,1150,150,14
Espindoleno,1350,1450,100,
Estancia Acomilla,1475,1675,200,22
Et Al Site,1050,1175,125,25
Evans Mound 1973,1100,1250,150,8
FA45002,1275,1400,125,150
Fajada Gap Great Kiva,875,1150,275,
Fallen Eagle,1100,1250,150,
Fallen Woman,1100,1250,150,3
Farmer Complex,1050,1250,200,40
Fence Corner,725,800,75,
Fenced Up Horse Canyon,1100,1300,200,153
Fifty Cent house,1150,1350,200,20
Figueredo,1050,1175,125,20
Fireside,1150,1300,150,40
Fischer site,1275,1450,175,30
Fitzmaurice Ruin,1050,1300,250,53
Five Finger Ridge,1100,1250,150,58
Flake Ruin,1025,1300,275,50
Flattop,1000,1100,100,6
Flieger,1275,1450,175,167
Flora Vista,1050,1275,225,150
Flying Fish Village,900,1125,225,32
Foote Canyon Pueblo,1200,1325,125,36
Foothill Road,875,1400,525,250
Ford House,1025,1325,300,18
Forestdale Pueblo,1150,1275,125,50
Fornholt,900,1300,400,55
Fort Defiance--Thunder Ridge,1050,1250,200,20
Fort Grant Pueblo,1275,1450,175,150
Fort Grant Silo Site,1200,1450,250,12
Fort Site,1200,1300,100,216
Fort Wingate,875,1050,175,100
Fortified Spur,800,1025,225,
Fourmile Ruin,1275,1450,175,533
Frei Site,1050,1225,175,2
Frijolito,1350,1450,100,75
Frogtown,850,1000,150,45
Fruitland Pueblo,1050,1250,200,80
FSOP02 Great Kiva,1200,1300,100,50
FSOP03,1050,1300,250,4
FSOP04,1100,1300,200,2
FSOP05,1050,1325,275,
FSOP07,1050,1175,125,
FSOP08,1050,1300,250,1
FSOP09,875,1225,350,10
FSOP10,1200,1300,100,1
FSOP11,1175,1300,125,2
FSOP12,1050,1325,275,15
FSOP13,1200,1300,100,15
FSOP14,1200,1300,100,20
FSOP15,1200,1300,100,20
FSOP17,1200,1300,100,
FSOP18,1175,1300,125,6
FSOP19,1200,1325,125,
FSOP21,1200,1300,100,
FSOP22,1200,1300,100,10
FSOP23,1200,1300,100,8
FSOP24,1050,1200,150,1
FSOP25,1200,1325,125,8
FSOP26,1050,1175,125,
FSOP27,1200,1300,100,10
FSOP28,1200,1300,100,1
FSOP29,1050,1300,250,6
FSOP30,1050,1200,150,2
FSOP32,1050,1175,125,2
FSOP33,875,1200,325,12
G Wash,1300,1400,100,200
Galaz,775,1125,350,150
Gallinas Springs,1250,1300,50,450
Gallo Cliff Dwelling,1050,1225,175,
Gallo Spring,1050,1200,150,75
Gamalstad,750,1450,700,10
Ganado,1050,1150,100,16
Garambullo 1,800,1200,400,1
Garcia,1350,1450,100,
Garcia Ranch,1175,1325,150,150
Garcia Ranch Bench,600,1025,425,36
Garden Canyon,700,1450,750,75
Garrison Site,1100,1250,150,8
Gatlin Site,900,1150,250,250
Germann Site,1200,1450,250,12
Geronimo Pass,1275,1400,125,50
GFS 82-1,1300,1375,75,
Gibbon  Springs,1200,1300,100,50
Gila Cliff Dwellings,1050,1300,250,40
Gila Pueblo,1275,1450,175,300
Gillentine Site,1000,1175,175,
Gillespie Dam,950,1150,200,22
Gnat Haven,825,1000,175,1
Goat Hill,1275,1325,50,36
Gobernadora,1000,1125,125,5
Goesling,1050,1300,250,200
Goesling Site,875,1050,175,
Goodman Point,875,1175,300,500
Goodrich Site,1100,1250,150,3
Goosenecks Overlook,1075,1175,100,4
Gopherette Site,1200,1350,150,6
Gran Quivira,1175,1675,500,1000
Granary Row,1050,1325,275,7
Grand Canal,1150,1450,300,176
Grand Falls Pueblo,925,1250,325,13
Granite Basin,1275,1400,125,145
Grapevine Pueblo,1250,1450,200,45
Grass Mesa,750,975,225,
Grasshopper,1275,1400,125,667
Gravel Pit Ruin,800,975,175,20
Graybill 01,750,1125,375,2
Graybill 03,1000,1125,125,50
Graybill 16,1000,1125,125,23
Graybill 22,725,800,75,8
Graybill 38,1000,1125,125,28
Graybill 41,1000,1125,125,44
Graybill 52,1000,1125,125,53
Graybill 69,1000,1125,125,10
Graybill 80,1000,1125,125,5
Greasewood Flat,925,1250,325,
Greasy Hill,1050,1150,100,6
Great Bend House A,850,925,75,23
Great Bend House B,875,1150,275,12
Great Bend West,875,1125,250,20
Green Bear Site,600,925,325,7
Greenlee,1050,1150,100,18
Greenwood,1050,1300,250,70
Grewe,750,1125,375,915
Grey Hill Spring,1050,1150,100,11
Grey Ridge,1050,1150,100,
Grey Valley Great House,1250,1300,50,20
Griffen Wash Complex,1175,1325,150,115
Gu Achi,850,1150,300,13
Guadalupe,1200,1325,125,74
Guaje Mesa Pueblo,1150,1350,200,550
Gully Site,600,1100,500,22
Gypsum Spring Ruin,1325,1675,350,50
H Spear,550,1200,650,14
Haby Ranch,1350,1450,100,75
Hacienda Tapiecitas,1200,1450,250,
Halfway House,1050,1250,200,12
Halona:wa South,1200,1900,700,375
Hammer House,1000,1175,175,
Hammond Canyon,800,1275,475,
Hampton,975,1275,300,
Hanging Ash,1100,1300,200,12
Hardscrabble Ruin,1100,1300,200,114
Harris,750,900,150,360
Hartman Draw,800,1175,375,15
Hatalacva,1250,1300,50,125
Haury's Site,1050,1200,150,3
Hawikku,1400,1675,275,800
Hawk's Nest,875,1275,400,22
Hay Hook Ranch,1150,1350,200,20
Haynie Ruin,875,1175,300,50
Haystack,1050,1150,100,28
