Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
CHLoc4,CH-LF-1,A,LF,3,-400,-200,100,59.7,2400
CHLoc383,CH-LF-10,A,LF,3,-400,-200,100,1.9,10
CHLoc384,CH-LF-11,A,LF,3,-400,-200,100,1.6,15
CHLoc303,CH-LF-12,A,LF,3,-400,-200,100,43.2,1700
CHLoc365,CH-LF-13,A,LF,3,-400,-200,100,3.5,40
CHLoc156,CH-LF-14,A,LF,3,-400,-200,100,4.2,50
CHLoc94,CH-LF-15,A,LF,3,-400,-200,100,14,500
CHLoc100,CH-LF-16,A,LF,3,-400,-200,100,19.7,400
CHLoc385,CH-LF-17,A,LF,3,-400,-200,100,1.3,20
CHLoc386,CH-LF-18,A,LF,3,-400,-200,100,4.5,50
CHLoc82,CH-LF-19,A,LF,3,-400,-200,100,1,20
CHLoc7,CH-LF-2,A,LF,3,-400,-200,100,67,2700
CHLoc72,CH-LF-20,A,LF,3,-400,-200,100,73.6,3000
CHLoc387,CH-LF-21,A,LF,3,-400,-200,100,0.6,10
CHLoc388,CH-LF-22,A,LF,3,-400,-200,100,1.3,10
CHLoc86,CH-LF-23,A,LF,3,-400,-200,100,2.3,50
CHLoc389,CH-LF-24,A,LF,3,-400,-200,100,0.6,10
CHLoc390,CH-LF-25,A,LF,3,-400,-200,100,0.6,10
CHLoc369,CH-LF-26,A,LF,3,-400,-200,100,1.9,20
CHLoc391,CH-LF-27,A,LF,3,-400,-200,100,3.5,20
CHLoc392,CH-LF-28,A,LF,3,-400,-200,100,2.5,20
CHLoc66,CH-LF-29,A,LF,3,-400,-200,100,1,20
CHLoc380,CH-LF-3,A,LF,3,-400,-200,100,0.3,10
CHLoc372,CH-LF-30,A,LF,3,-400,-200,100,1.3,10
CHLoc393,CH-LF-31,A,LF,3,-400,-200,100,2.8,20
CHLoc68,CH-LF-32,A,LF,3,-400,-200,100,4.5,50
CHLoc394,CH-LF-33,A,LF,3,-400,-200,100,2.6,20
CHLoc375,CH-LF-34,A,LF,3,-400,-200,100,0.9,10
CHLoc379,CH-LF-35,A,LF,3,-400,-200,100,3.4,20
CHLoc35,CH-LF-36,A,LF,3,-400,-200,100,10,200
CHLoc395,CH-LF-37,A,LF,3,-400,-200,100,7.8,160
CHLoc57,CH-LF-38,A,LF,3,-400,-200,100,7.6,100
CHLoc396,CH-LF-39,A,LF,3,-400,-200,100,2,20
CHLoc9,CH-LF-4,A,LF,3,-400,-200,100,34.8,1000
CHLoc397,CH-LF-40,A,LF,3,-400,-200,100,1,10
CHLoc398,CH-LF-41,A,LF,3,-400,-200,100,0.5,10
CHLoc399,CH-LF-42,A,LF,3,-400,-200,100,1.4,10
CHLoc60,CH-LF-43,A,LF,3,-400,-200,100,0.9,10
CHLoc61,CH-LF-44,A,LF,3,-400,-200,100,3.5,50
CHLoc400,CH-LF-45,A,LF,3,-400,-200,100,0.8,10
CHLoc162,CH-LF-46,A,LF,3,-400,-200,200,5.3,100
CHLoc401,CH-LF-47,A,LF,3,-400,-200,100,0.2,10
CHLoc169,CH-LF-48,A,LF,3,-400,-200,100,11.8,480
CHLoc186,CH-LF-49,A,LF,3,-400,-200,100,0.7,10
CHLoc336,CH-LF-5,A,LF,3,-400,-200,200,130,5200
CHLoc179,CH-LF-50,A,LF,3,-400,-200,100,17.8,800
CHLoc402,CH-LF-51,A,LF,3,-400,-200,100,2.8,40
CHLoc192,CH-LF-52,A,LF,3,-400,-200,100,5.2,50
CHLoc278,CH-LF-53,A,LF,3,-400,-200,200,20.5,840
CHLoc403,CH-LF-54,A,LF,3,-400,-200,100,0.6,20
CHLoc404,CH-LF-55,A,LF,3,-400,-200,100,0.6,
CHLoc20,CH-LF-6,A,LF,3,-400,-200,200,86,3400
CHLoc381,CH-LF-7,A,LF,3,-400,-200,100,7.2,70
CHLoc382,CH-LF-8,A,LF,3,-400,-200,100,1,10
CHLoc23,CH-LF-9,A,LF,3,-400,-200,100,17.8,300
CHLoc4,CH-LT-1,C,LT,7,900,1150,125,3.2,60
CHLoc293,CH-LT-10,A,LT,7,900,1150,125,0.2,10
CHLoc294,CH-LT-11,A,LT,7,900,1150,125,1.8,20
CHLoc329,CH-LT-12,A,LT,7,900,1150,125,0.5,10
CHLoc192,CH-LT-13,A,LT,7,900,1150,250,43.3,2000
CHLoc293,CH-LT-14,A,LT,7,900,1150,125,0.2,5
CHLoc12,CH-LT-15,A,LT,7,900,1150,250,0.5,10
CHLoc13,CH-LT-16,A,LT,7,900,1150,125,0.6,10
CHLoc9,CH-LT-17,C,LT,7,900,1150,125,11.1,200
CHLoc14,CH-LT-18,A,LT,7,900,1150,125,1.9,20
CHLoc295,CH-LT-19,B,LT,7,900,1150,125,3.5,30
CHLoc3,CH-LT-2,A,LT,7,900,1150,250,37.8,760
CHLoc296,CH-LT-20,A,LT,7,900,1150,125,4.8,100
CHLoc18,CH-LT-21,A,LT,7,900,1150,250,9,180
CHLoc166,CH-LT-22,B,LT,7,900,1150,250,4.1,40
CHLoc19,CH-LT-23,A,LT,7,900,1150,125,2.4,20
CHLoc297,CH-LT-24,A,LT,7,900,1150,125,4,80
CHLoc298,CH-LT-25,A,LT,7,900,1150,125,1.7,30
CHLoc299,CH-LT-26,A,LT,7,900,1150,125,1.7,30
CHLoc23,CH-LT-27,B,LT,7,900,1150,125,10.1,200
CHLoc20,CH-LT-28,A,LT,7,900,1150,250,12.2,240
CHLoc20,CH-LT-29,A,LT,7,900,1150,250,0.6,10
CHLoc289,CH-LT-3,A,LT,7,900,1150,125,6.8,140
CHLoc20,CH-LT-30,A,LT,7,900,1150,250,4.9,100
CHLoc300,CH-LT-31,A,LT,7,900,1150,125,2.7,50
CHLoc301,CH-LT-32,A,LT,7,900,1150,125,0.6,
CHLoc302,CH-LT-33,A,LT,7,900,1150,125,2.7,40
CHLoc303,CH-LT-34,B,LT,7,900,1150,125,2.6,30
CHLoc159,CH-LT-35,A,LT,7,900,1150,125,4.4,80
CHLoc161,CH-LT-36,A,LT,7,900,1150,125,0.5,10
CHLoc158,CH-LT-37,A,LT,7,900,1150,125,1.1,20
CHLoc155,CH-LT-38,A,LT,7,900,1150,125,3,60
CHLoc154,CH-LT-39,A,LT,7,900,1150,125,5.7,100
CHLoc5,CH-LT-4,A,LT,7,900,1150,125,38.2,760
CHLoc304,CH-LT-40,A,LT,7,900,1150,125,6.8,140
CHLoc102,CH-LT-41,B,LT,7,900,1150,125,0.8,10
CHLoc305,CH-LT-42,A,LT,7,900,1150,125,1.1,10
CHLoc306,CH-LT-43,A,LT,7,900,1150,125,0.5,10
CHLoc82,CH-LT-44,B,LT,7,900,1150,250,3.9,80
CHLoc307,CH-LT-45,A,LT,7,900,1150,125,4,80
CHLoc72,CH-LT-46,B,LT,7,900,1150,125,1.4,10
CHLoc72,CH-LT-47,B,LT,7,900,1150,125,0.4,10
CHLoc310,CH-LT-48,A,LT,7,900,1150,125,0.5,10
CHLoc37,CH-LT-49,A,LT,7,900,1150,125,4.4,80
CHLoc5,CH-LT-5,A,LT,7,900,1150,125,6.2,120
CHLoc311,CH-LT-50,A,LT,7,900,1150,125,1.2,20
CHLoc312,CH-LT-51,A,LT,7,900,1150,125,0.6,10
CHLoc313,CH-LT-52,A,LT,7,900,1150,125,1.9,50
CHLoc314,CH-LT-53,B,LT,7,900,1150,125,0.5,20
CHLoc315,CH-LT-54,A,LT,7,900,1150,125,0.1,10
CHLoc114,CH-LT-55,A,LT,7,900,1150,125,1.8,20
CHLoc316,CH-LT-56,A,LT,7,900,1150,125,0.1,
CHLoc127,CH-LT-57,A,LT,7,900,1150,125,0.8,10
CHLoc162,CH-LT-58,B,LT,7,900,1150,125,8.1,100
CHLoc165,CH-LT-59,A,LT,7,900,1150,125,3.5,60
CHLoc5,CH-LT-6,A,LT,7,900,1150,125,21.9,400
CHLoc318,CH-LT-60,A,LT,7,900,1150,125,0.4,10
CHLoc319,CH-LT-61,A,LT,7,900,1150,125,0.3,10
CHLoc166,CH-LT-62,B,LT,7,900,1150,250,0.7,10
CHLoc186,CH-LT-63,A,LT,7,900,1150,250,0.7,10
CHLoc320,CH-LT-64,A,LT,7,900,1150,125,2.8,30
CHLoc186,CH-LT-65,A,LT,7,900,1150,250,7.6,100
CHLoc186,CH-LT-66,A,LT,7,900,1150,250,0.9,20
CHLoc322,CH-LT-67,A,LT,7,900,1150,125,1.7,10
CHLoc174,CH-LT-68,A,LT,7,900,1150,125,6.5,130
CHLoc171,CH-LT-69,A,LT,7,900,1150,125,0.5,10
CHLoc290,CH-LT-7,A,LT,7,600,900,150,2.8,60
CHLoc212,CH-LT-70,A,LT,7,900,1150,125,0.5,10
CHLoc194,CH-LT-71,A,LT,7,900,1150,125,0.3,10
CHLoc323,CH-LT-72,A,LT,7,900,1150,125,0.1,10
CHLoc324,CH-LT-73,A,LT,7,900,1150,125,1.4,20
CHLoc325,CH-LT-74,A,LT,7,900,1150,125,4.9,100
CHLoc326,CH-LT-75,A,LT,7,900,1150,125,0.7,20
CHLoc209,CH-LT-76,A,LT,7,900,1150,125,0.8,10
CHLoc327,CH-LT-77,A,LT,7,900,1150,125,0.4,10
CHLoc328,CH-LT-78,A,LT,7,900,1150,125,0.4,10
CHLoc251,CH-LT-79,A,LT,7,900,1150,125,0.8,10
CHLoc291,CH-LT-8,A,LT,7,900,1150,125,1.5,40
CHLoc249,CH-LT-80,A,LT,7,900,1150,125,8.5,100
CHLoc204,CH-LT-81,B,LT,7,900,1150,125,2.1,30
CHLoc204,CH-LT-82,B,LT,7,900,1150,125,0.5,10
CHLoc331,CH-LT-83,A,LT,7,900,1150,125,0.4,10
CHLoc204,CH-LT-84,B,LT,7,900,1150,125,1,10
CHLoc331,CH-LT-85,A,LT,7,900,1150,125,0.7,10
CHLoc282,CH-LT-86,A,LT,7,900,1150,250,2,50
CHLoc332,CH-LT-87,A,LT,7,900,1150,125,1.7,40
CHLoc282,CH-LT-88,A,LT,7,900,1150,250,4.2,80
CHLoc278,CH-LT-89,B,LT,7,900,1150,125,9.4,200
CHLoc292,CH-LT-9,A,LT,7,900,1150,125,2,30
CHLoc233,CH-LT-90,A,LT,7,900,1150,125,1.1,10
CHLoc1,CH-MF-1,A,MF,2,-1100,-400,350,7.9,160
CHLoc401,CH-MF-10,A,MF,2,-1100,-400,350,0.2,10
CHLoc402,CH-MF-11,A,MF,2,-1100,-400,350,2.8,30
CHLoc405,CH-MF-12,A,MF,2,-1100,-400,350,3.7,80
CHLoc406,CH-MF-13,A,MF,2,-1100,-400,350,0.7,10
CHLoc407,CH-MF-14,A,MF,2,-1100,-400,350,0.7,10
CHLoc278,CH-MF-15,A,MF,2,-1100,-400,350,17.4,700
CHLoc2,CH-MF-2,A,MF,2,-1100,-400,350,2.2,20
CHLoc4,CH-MF-3,A,MF,2,-1100,-400,350,4.3,40
CHLoc7,CH-MF-4,A,MF,2,-1100,-400,350,16.9,160
CHLoc9,CH-MF-5,A,MF,2,-1100,-400,350,52.8,2160
CHLoc336,CH-MF-6,A,MF,2,-1100,-400,350,6.2,80
CHLoc336,CH-MF-7,A,MF,2,-1100,-400,350,3.3,40
CHLoc20,CH-MF-8,A,MF,2,-1100,-400,350,14,150
CHLoc162,CH-MF-9,A,MF,2,-1100,-400,350,42.1,1600
CHLoc289,CH-TF-1,A,TF,4,-200,100,150,2.5,30
CHLoc362,CH-TF-10,A,TF,4,-200,100,150,5.2,80
CHLoc166,CH-TF-11,A,TF,4,-200,100,150,10.6,200
CHLoc17,CH-TF-12,A,TF,4,-200,100,150,4.1,40
CHLoc363,CH-TF-13,A,TF,4,-200,100,150,4.7,40
CHLoc336,CH-TF-14,A,TF,4,-200,100,150,129,4000
CHLoc23,CH-TF-15,A,TF,4,-200,100,150,23.6,240
CHLoc20,CH-TF-16,A,TF,4,-200,100,300,74.6,2200
CHLoc364,CH-TF-17,A,TF,4,-200,100,150,0.9,10
CHLoc344,CH-TF-18,A,TF,4,-200,100,150,0.8,10
CHLoc167,CH-TF-19,A,TF,4,-200,100,150,35.2,1200
CHLoc342,CH-TF-2,A,TF,4,-200,100,150,3.9,50
CHLoc303,CH-TF-20,A,TF,4,-200,100,150,8.7,100
CHLoc365,CH-TF-21,A,TF,4,-200,100,150,2,20
CHLoc156,CH-TF-22,A,TF,4,-200,100,150,4.2,40
CHLoc366,CH-TF-23,A,TF,4,-200,100,150,12.3,240
CHLoc94,CH-TF-24,A,TF,4,-200,100,150,12.7,250
CHLoc100,CH-TF-25,A,TF,4,-200,100,150,7.3,150
CHLoc367,CH-TF-26,A,TF,4,-200,100,150,1.7,30
CHLoc368,CH-TF-27,A,TF,4,-200,100,150,0.3,10
CHLoc104,CH-TF-28,A,TF,4,-200,100,150,1.2,15
CHLoc349,CH-TF-29,A,TF,4,-200,100,150,1.5,10
CHLoc15,CH-TF-3,A,TF,4,-200,100,150,3.4,30
CHLoc350,CH-TF-30,A,TF,4,-200,100,150,0.9,10
CHLoc369,CH-TF-31,A,TF,4,-200,100,150,1.8,30
CHLoc103,CH-TF-32,A,TF,4,-200,100,150,5.7,100
CHLoc102,CH-TF-33,A,TF,4,-200,100,150,2.6,30
CHLoc88,CH-TF-34,A,TF,4,-200,100,150,0.9,10
CHLoc86,CH-TF-35,A,TF,4,-200,100,150,2.3,50
CHLoc370,CH-TF-36,A,TF,4,-200,100,150,2.4,20
CHLoc78,CH-TF-37,A,TF,4,-200,100,150,0.7,10
CHLoc79,CH-TF-38,A,TF,4,-200,100,150,1.3,10
CHLoc371,CH-TF-39,A,TF,4,-200,100,150,1.7,20
CHLoc360,CH-TF-4,A,TF,4,-200,100,150,4.1,50
CHLoc72,CH-TF-40,A,TF,4,-200,100,150,7.5,60
CHLoc72,CH-TF-41,A,TF,4,-200,100,150,1.2,15
CHLoc72,CH-TF-42,A,TF,4,-200,100,150,0.8,10
CHLoc68,CH-TF-43,A,TF,4,-200,100,150,7.5,150
CHLoc372,CH-TF-44,A,TF,4,-200,100,150,2.7,20
CHLoc375,CH-TF-45,A,TF,4,-200,100,150,0.9,20
CHLoc376,CH-TF-46,A,TF,4,-200,100,150,11.2,200
CHLoc377,CH-TF-47,A,TF,4,-200,100,150,4.2,50
CHLoc314,CH-TF-48,A,TF,4,-200,100,150,1.5,20
CHLoc378,CH-TF-49,A,TF,4,-200,100,150,0.8,10
CHLoc295,CH-TF-5,A,TF,4,-200,100,150,8.5,100
CHLoc379,CH-TF-50,A,TF,4,-200,100,150,0.6,10
CHLoc355,CH-TF-51,A,TF,4,-200,100,150,0.5,10
CHLoc372,CH-TF-52,A,TF,4,-200,100,150,0.5,10
CHLoc66,CH-TF-53,A,TF,4,-200,100,150,0.6,10
CHLoc348,CH-TF-54,A,TF,4,-200,100,150,10.4,50
CHLoc162,CH-TF-55,A,TF,4,-200,100,150,14,280
CHLoc162,CH-TF-56,A,TF,4,-200,100,150,0.4,10
CHLoc186,CH-TF-57,A,TF,4,-200,100,300,0.7,10
CHLoc192,CH-TF-58,A,TF,4,-200,100,300,8.7,100
CHLoc179,CH-TF-59,A,TF,4,-200,100,300,43.4,1800
CHLoc170,CH-TF-6,A,TF,4,-200,100,150,20.9,400
CHLoc373,CH-TF-60,A,TF,4,-200,100,150,3.8,50
CHLoc204,CH-TF-61,A,TF,4,-200,100,150,33.8,1350
CHLoc282,CH-TF-62,A,TF,4,-200,100,150,4.3,100
CHLoc278,CH-TF-63,A,TF,4,-200,100,300,74,2500
CHLoc361,CH-TF-7,A,TF,4,-200,100,150,11.1,300
CHLoc169,CH-TF-8,A,TF,4,-200,100,300,2,
CHLoc169,CH-TF-9,A,TF,4,-200,100,300,75,3000
CULoc1,CU-AZ-1,B,AZ,8,1150,1520,370,0.4,4
CULoc10,CU-AZ-10,B,AZ,8,1150,1520,185,1.5,15
CULoc100,CU-AZ-100,A,AZ,8,1150,1520,185,2.3,23
CULoc101,CU-AZ-101,A,AZ,8,1150,1520,370,6.8,68
CULoc102,CU-AZ-102,A,AZ,8,1150,1520,185,2.2,22
CULoc103,CU-AZ-103,A,AZ,8,1150,1520,185,9.2,230
CULoc104,CU-AZ-104,A,AZ,8,1150,1520,185,1.8,18
CULoc105,CU-AZ-105,A,AZ,8,1150,1520,370,2,20
CULoc106,CU-AZ-106,A,AZ,8,1150,1520,185,7,175
CULoc107,CU-AZ-107,A,AZ,8,1150,1520,370,16,160
CULoc108,CU-AZ-108,A,AZ,8,1150,1520,370,6,60
CULoc109,CU-AZ-109,A,AZ,8,1150,1520,185,3,30
CULoc11,CU-AZ-11,B,AZ,8,1150,1520,185,3.8,95
CULoc110,CU-AZ-110,A,AZ,8,1150,1520,185,12,120
CULoc111,CU-AZ-111,A,AZ,8,1150,1520,185,1.5,15
CULoc112,CU-AZ-112,A,AZ,8,1150,1520,185,1.8,45
CULoc113,CU-AZ-113,A,AZ,8,1150,1520,370,12,300
CULoc114,CU-AZ-114,A,AZ,8,1150,1520,185,1,25
CULoc115,CU-AZ-115,B,AZ,8,1150,1520,370,9,150
CULoc116,CU-AZ-116,A,AZ,8,1150,1520,370,0.3,6
CULoc117,CU-AZ-117,A,AZ,8,1150,1520,370,2.4,24
CULoc118,CU-AZ-118,B,AZ,8,1150,1520,370,10,250
CULoc119,CU-AZ-119,A,AZ,8,1150,1520,185,0.5,5
CULoc12,CU-AZ-12,A,AZ,8,1150,1520,185,0.8,8
CULoc120,CU-AZ-120,A,AZ,8,1150,1520,185,1.5,38
CULoc121,CU-AZ-121,A,AZ,8,1150,1520,185,0.6,6
CULoc122,CU-AZ-122,A,AZ,8,1150,1520,185,0.5,5
CULoc123,CU-AZ-123,A,AZ,8,1150,1520,185,1,10
CULoc124,CU-AZ-124,A,AZ,8,1150,1520,185,125.7,10275
CULoc125,CU-AZ-125,A,AZ,8,1150,1520,185,1,25
CULoc126,CU-AZ-126,A,AZ,8,1150,1520,185,1.3,13
CULoc127,CU-AZ-127,A,AZ,8,1150,1520,370,42.6,1330
CULoc128,CU-AZ-128,C,AZ,8,1150,1520,185,23,115
CULoc129,CU-AZ-129,A,AZ,8,1150,1520,185,1,25
CULoc13,CU-AZ-13,A,AZ,8,1150,1520,370,2,10
CULoc130,CU-AZ-130,A,AZ,8,1150,1520,185,0.7,18
CULoc131,CU-AZ-131,A,AZ,8,1150,1520,185,0.3,3
CULoc132,CU-AZ-132,A,AZ,8,1150,1520,185,0.6,15
CULoc133,CU-AZ-133,A,AZ,8,1150,1520,185,0.8,40
CULoc134,CU-AZ-134,A,AZ,8,1150,1520,185,0.9,9
CULoc135,CU-AZ-135,A,AZ,8,1150,1520,370,3.8,95
CULoc136,CU-AZ-136,A,AZ,8,1150,1520,185,0.4,10
CULoc137,CU-AZ-137,A,AZ,8,1150,1520,185,0.6,6
CULoc138,CU-AZ-138,A,AZ,8,1150,1520,185,3.6,36
CULoc139,CU-AZ-139,A,AZ,8,1150,1520,370,0.9,9
CULoc14,CU-AZ-14,C,AZ,8,1150,1520,370,11.3,113
CULoc140,CU-AZ-140,A,AZ,8,1150,1520,370,12.2,122
CULoc141,CU-AZ-141,A,AZ,8,1150,1520,185,8.7,87
CULoc142,CU-AZ-142,A,AZ,8,1150,1520,370,1,10
CULoc143,CU-AZ-143,A,AZ,8,1150,1520,185,1.4,35
CULoc144,CU-AZ-144,A,AZ,8,1150,1520,185,0.6,6
CULoc145,CU-AZ-145,A,AZ,8,1150,1520,370,2.4,60
CULoc146,CU-AZ-146,B,AZ,8,1150,1520,370,2.2,55
CULoc147,CU-AZ-147,A,AZ,8,1150,1520,370,5.3,52
CULoc148,CU-AZ-148,A,AZ,8,1150,1520,370,0.4,4
CULoc149,CU-AZ-149,A,AZ,8,1150,1520,185,1.4,7
CULoc15,CU-AZ-15,A,AZ,8,1150,1520,370,1.4,7
CULoc150,CU-AZ-150,A,AZ,8,1150,1520,185,0.3,15
CULoc151,CU-AZ-151,A,AZ,8,1150,1520,185,0.4,4
CULoc152,CU-AZ-152,A,AZ,8,1150,1520,185,0.6,6
CULoc153,CU-AZ-153,A,AZ,8,1150,1520,370,4.7,47
CULoc154,CU-AZ-154,A,AZ,8,1150,1520,185,1.5,15
CULoc155,CU-AZ-155,B,AZ,8,1150,1520,370,2.5,65
CULoc156,CU-AZ-156,A,AZ,8,1150,1520,185,3,30
CULoc157,CU-AZ-157,A,AZ,8,1150,1520,370,6,60
CULoc158,CU-AZ-158,A,AZ,8,1150,1520,370,3.6,36
CULoc159,CU-AZ-159,A,AZ,8,1150,1520,185,0.5,13
CULoc16,CU-AZ-16,A,AZ,8,1150,1520,185,0.9,9
CULoc160,CU-AZ-160,A,AZ,8,1150,1520,185,2.9,29
CULoc161,CU-AZ-161,B,AZ,8,1150,1520,370,1,13
CULoc162,CU-AZ-162,A,AZ,8,1150,1520,185,1.5,15
CULoc163,CU-AZ-163,A,AZ,8,1150,1520,185,0.8,8
CULoc164,CU-AZ-164,A,AZ,8,1150,1520,185,1,10
CULoc165,CU-AZ-165,A,AZ,8,1150,1520,185,1.8,18
CULoc166,CU-AZ-166,A,AZ,8,1150,1520,185,2.8,70
CULoc167,CU-AZ-167,A,AZ,8,1150,1520,370,3.8,95
CULoc168,CU-AZ-168,A,AZ,8,1150,1520,185,0.4,4
CULoc169,CU-AZ-169,B,AZ,8,1150,1520,370,1.8,18
CULoc17,CU-AZ-17,A,AZ,8,1150,1520,370,2,10
CULoc170,CU-AZ-170,A,AZ,8,1150,1520,185,0.3,3
CULoc171,CU-AZ-171,A,AZ,8,1150,1520,185,13.5,280
CULoc172,CU-AZ-172,A,AZ,8,1150,1520,185,0.6,
CULoc173,CU-AZ-173,A,AZ,8,1150,1520,370,19.8,333
CULoc174,CU-AZ-174,A,AZ,8,1150,1520,185,1.8,45
CULoc175,CU-AZ-175,A,AZ,8,1150,1520,185,2.3,58
CULoc176,CU-AZ-176,B,AZ,8,1150,1520,370,24.4,360
CULoc177,CU-AZ-177,A,AZ,8,1150,1520,185,2.2,22
CULoc178,CU-AZ-178,A,AZ,8,1150,1520,185,0.2,2
CULoc179,CU-AZ-179,B,AZ,8,1150,1520,370,38.5,385
CULoc18,CU-AZ-18,A,AZ,8,1150,1520,185,0.6,15
CULoc180,CU-AZ-180,A,AZ,8,1150,1520,185,3.2,80
CULoc181,CU-AZ-181,A,AZ,8,1150,1520,185,0.9,9
CULoc182,CU-AZ-182,A,AZ,8,1150,1520,370,0.8,8
CULoc183,CU-AZ-183,B,AZ,8,1150,1520,185,2.8,28
CULoc184,CU-AZ-184,A,AZ,8,1150,1520,185,2.2,60
CULoc185,CU-AZ-185,A,AZ,8,1150,1520,185,2.6,43
CULoc186,CU-AZ-186,A,AZ,8,1150,1520,370,22,220
CULoc187,CU-AZ-187,A,AZ,8,1150,1520,370,39,390
CULoc188,CU-AZ-188,A,AZ,8,1150,1520,185,0.2,
CULoc189,CU-AZ-189,B,AZ,8,1150,1520,370,2.4,24
CULoc19,CU-AZ-19,A,AZ,8,1150,1520,185,0.5,13
CULoc190,CU-AZ-190,A,AZ,8,1150,1520,370,1.1,11
CULoc191,CU-AZ-191,A,AZ,8,1150,1520,185,2.2,22
CULoc192,CU-AZ-192,A,AZ,8,1150,1520,185,0.9,9
CULoc193,CU-AZ-193,A,AZ,8,1150,1520,185,0.4,4
CULoc194,CU-AZ-194,A,AZ,8,1150,1520,185,0.2,2
CULoc195,CU-AZ-195,A,AZ,8,1150,1520,185,0.7,7
CULoc196,CU-AZ-196,A,AZ,8,1150,1520,185,1.3,13
CULoc197,CU-AZ-197,A,AZ,8,1150,1520,185,2.8,28
CULoc198,CU-AZ-198,A,AZ,8,1150,1520,370,35,725
CULoc199,CU-AZ-199,A,AZ,8,1150,1520,185,2.5,25
CULoc2,CU-AZ-2,A,AZ,8,1150,1520,370,4.1,48
CULoc20,CU-AZ-20,A,AZ,8,1150,1520,185,0.5,13
CULoc200,CU-AZ-200,A,AZ,8,1150,1520,370,3.2,32
CULoc201,CU-AZ-201,A,AZ,8,1150,1520,185,2,50
CULoc202,CU-AZ-202,A,AZ,8,1150,1520,185,7,70
CULoc203,CU-AZ-203,A,AZ,8,1150,1520,370,36.5,1733
CULoc204,CU-AZ-204,A,AZ,8,1150,1520,370,15,150
CULoc205,CU-AZ-205,A,AZ,8,1150,1520,185,5.9,148
CULoc206,CU-AZ-206,A,AZ,8,1150,1520,185,2.8,28
CULoc207,CU-AZ-207,A,AZ,8,1150,1520,185,1.3,13
CULoc208,CU-AZ-208,A,AZ,8,1150,1520,370,6.2,62
CULoc209,CU-AZ-209,A,AZ,8,1150,1520,185,1.3,33
CULoc21,CU-AZ-21,A,AZ,8,1150,1520,185,1,10
CULoc210,CU-AZ-210,A,AZ,8,1150,1520,185,1.6,16
CULoc211,CU-AZ-211,A,AZ,8,1150,1520,185,4,100
CULoc212,CU-AZ-212,B,AZ,8,1150,1520,185,1,10
CULoc213,CU-AZ-213,A,AZ,8,1150,1520,185,0.7,8
CULoc214,CU-AZ-214,B,AZ,8,1150,1520,370,111,2775
CULoc215,CU-AZ-215,A,AZ,8,1150,1520,185,0.9,14
CULoc216,CU-AZ-216,A,AZ,8,1150,1520,185,1.4,7
CULoc217,CU-AZ-217,C,AZ,8,1150,1520,185,9.5,245
CULoc218,CU-AZ-218,A,AZ,8,1150,1520,370,10,500
CULoc219,CU-AZ-219,B,AZ,8,1150,1520,185,4.2,210
CULoc22,CU-AZ-22,A,AZ,8,1150,1520,185,1,5
CULoc220,CU-AZ-220,A,AZ,8,1150,1520,185,0.5,30
CULoc221,CU-AZ-221,A,AZ,8,1150,1520,185,1.1,
CULoc222,CU-AZ-222,A,AZ,8,1150,1520,185,0.1,2
CULoc223,CU-AZ-223,A,AZ,8,1150,1520,185,0.3,3
CULoc224,CU-AZ-224,A,AZ,8,1150,1520,185,0.8,2
CULoc225,CU-AZ-225,A,AZ,8,1150,1520,185,2,
CULoc226,CU-AZ-226,A,AZ,8,1150,1520,185,0.1,
CULoc227,CU-AZ-227,A,AZ,8,1150,1520,185,1.5,80
CULoc228,CU-AZ-228,A,AZ,8,1150,1520,185,1.2,
CULoc229,CU-AZ-229,A,AZ,8,1150,1520,185,1.2,
CULoc23,CU-AZ-23,A,AZ,8,1150,1520,185,0.3,2
CULoc230,CU-AZ-230,A,AZ,8,1150,1520,185,0.8,
CULoc231,CU-AZ-231,A,AZ,8,1150,1520,185,,
CULoc232,CU-AZ-232,A,AZ,8,1150,1520,185,0.4,20
CULoc233,CU-AZ-233,A,AZ,8,1150,1520,185,0.5,40
CULoc234,CU-AZ-234,A,AZ,8,1150,1520,185,1.7,
CULoc235,CU-AZ-235,A,AZ,8,1150,1520,185,0.1,
CULoc236,CU-AZ-236,A,AZ,8,1150,1520,185,0.1,
CULoc237,CU-AZ-237,A,AZ,8,1150,1520,185,0.2,
CULoc238,CU-AZ-238,A,AZ,8,1150,1520,370,0.6,40
CULoc239,CU-AZ-239,A,AZ,8,1150,1520,370,0.5,25
CULoc24,CU-AZ-24,A,AZ,8,1150,1520,185,2.5,63
CULoc240,CU-AZ-240,A,AZ,8,1150,1520,185,1,10
CULoc241,CU-AZ-241,A,AZ,8,1150,1520,185,0.4,
CULoc242,CU-AZ-242,A,AZ,8,1150,1520,185,1,10
CULoc243,CU-AZ-243,A,AZ,8,1150,1520,185,2,20
CULoc244,CU-AZ-244,B,AZ,8,1150,1520,185,0.2,10
CULoc245,CU-AZ-245,B,AZ,8,1150,1520,185,0.4,10
CULoc246,CU-AZ-246,A,AZ,8,1150,1520,185,0.4,4
CULoc247,CU-AZ-247,A,AZ,8,1150,1520,370,14,224
CULoc248,CU-AZ-248,A,AZ,8,1150,1520,185,1.2,12
CULoc249,CU-AZ-249,A,AZ,8,1150,1520,370,127.6,3190
